event_id,event_type,detector,stream_position,timestamp,model_version,window_size,metric_context,detector_state
94,drift,ADWIN,86975,2026-09-08T09:16:04,baseline_v1,112.0,"{""rolling_error_500"": 0.968, ""cumulative_error"": 0.418}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 86976, ""n_drifts"": 94, ""window_size"": 112.0, ""estimation"": 0.8571428571428571}"
95,drift,ADWIN,87295,2026-09-08T09:16:04,baseline_v1,64.0,"{""rolling_error_500"": 0.406, ""cumulative_error"": 0.4169}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 87296, ""n_drifts"": 95, ""window_size"": 64.0, ""estimation"": 0.59375}"
96,drift,ADWIN,87391,2026-09-08T09:16:04,baseline_v1,80.0,"{""rolling_error_500"": 0.352, ""cumulative_error"": 0.4172}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 87392, ""n_drifts"": 96, ""window_size"": 80.0, ""estimation"": 0.8625}"
97,drift,ADWIN,87583,2026-09-08T09:16:04,baseline_v1,64.0,"{""rolling_error_500"": 0.304, ""cumulative_error"": 0.4168}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 87584, ""n_drifts"": 97, ""window_size"": 64.0, ""estimation"": 0.53125}"
98,drift,ADWIN,88767,2026-09-08T09:16:04,baseline_v1,64.0,"{""rolling_error_500"": 0.932, ""cumulative_error"": 0.4242}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 88768, ""n_drifts"": 98, ""window_size"": 64.0, ""estimation"": 0.46875}"
99,drift,ADWIN,91135,2026-09-08T09:16:05,baseline_v1,64.0,"{""rolling_error_500"": 0.072, ""cumulative_error"": 0.4136}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 91136, ""n_drifts"": 99, ""window_size"": 64.0, ""estimation"": 0.5625}"
100,drift,ADWIN,92703,2026-09-08T09:16:05,baseline_v1,160.0,"{""rolling_error_500"": 0.97, ""cumulative_error"": 0.4233}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 92704, ""n_drifts"": 100, ""window_size"": 160.0, ""estimation"": 0.90625}"
101,drift,ADWIN,97727,2026-09-08T09:16:07,baseline_v1,96.0,"{""rolling_error_500"": 0.966, ""cumulative_error"": 0.4528}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 97728, ""n_drifts"": 101, ""window_size"": 96.0, ""estimation"": 0.8229166666666666}"
102,drift,ADWIN,97823,2026-09-08T09:16:07,baseline_v1,80.0,"{""rolling_error_500"": 0.9, ""cumulative_error"": 0.453}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 97824, ""n_drifts"": 102, ""window_size"": 80.0, ""estimation"": 0.7625}"
103,drift,ADWIN,98079,2026-09-08T09:16:07,baseline_v1,56.0,"{""rolling_error_500"": 0.82, ""cumulative_error"": 0.454}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 98080, ""n_drifts"": 103, ""window_size"": 56.0, ""estimation"": 0.2857142857142857}"
104,drift,ADWIN,98495,2026-09-08T09:16:07,baseline_v1,192.0,"{""rolling_error_500"": 0.118, ""cumulative_error"": 0.4522}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 98496, ""n_drifts"": 104, ""window_size"": 192.0, ""estimation"": 0.07291666666666667}"
105,drift,ADWIN,100543,2026-09-08T09:16:08,baseline_v1,192.0,"{""rolling_error_500"": 0.964, ""cumulative_error"": 0.4632}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 100544, ""n_drifts"": 105, ""window_size"": 192.0, ""estimation"": 0.90625}"
106,drift,ADWIN,100639,2026-09-08T09:16:08,baseline_v1,64.0,"{""rolling_error_500"": 0.882, ""cumulative_error"": 0.4633}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 100640, ""n_drifts"": 106, ""window_size"": 64.0, ""estimation"": 0.84375}"
107,drift,ADWIN,102943,2026-09-08T09:16:08,baseline_v1,56.0,"{""rolling_error_500"": 0.934, ""cumulative_error"": 0.475}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 102944, ""n_drifts"": 107, ""window_size"": 56.0, ""estimation"": 0.4107142857142857}"
108,drift,ADWIN,105023,2026-09-08T09:16:09,baseline_v1,56.0,"{""rolling_error_500"": 0.062, ""cumulative_error"": 0.4659}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 105024, ""n_drifts"": 108, ""window_size"": 56.0, ""estimation"": 0.5535714285714286}"
109,drift,ADWIN,107327,2026-09-08T09:16:10,baseline_v1,112.0,"{""rolling_error_500"": 0.968, ""cumulative_error"": 0.4772}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 107328, ""n_drifts"": 109, ""window_size"": 112.0, ""estimation"": 0.8571428571428571}"
110,drift,ADWIN,108863,2026-09-08T09:16:10,baseline_v1,56.0,"{""rolling_error_500"": 0.06, ""cumulative_error"": 0.4708}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 108864, ""n_drifts"": 110, ""window_size"": 56.0, ""estimation"": 0.5178571428571429}"
111,drift,ADWIN,109663,2026-09-08T09:16:10,baseline_v1,56.0,"{""rolling_error_500"": 0.068, ""cumulative_error"": 0.4677}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 109664, ""n_drifts"": 111, ""window_size"": 56.0, ""estimation"": 0.5892857142857143}"
112,drift,ADWIN,111199,2026-09-08T09:16:11,baseline_v1,128.0,"{""rolling_error_500"": 0.952, ""cumulative_error"": 0.4749}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 111200, ""n_drifts"": 112, ""window_size"": 128.0, ""estimation"": 0.8125}"
113,drift,ADWIN,116383,2026-09-08T09:16:12,baseline_v1,96.0,"{""rolling_error_500"": 0.966, ""cumulative_error"": 0.4981}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 116384, ""n_drifts"": 113, ""window_size"": 96.0, ""estimation"": 0.8229166666666666}"
114,drift,ADWIN,117439,2026-09-08T09:16:13,baseline_v1,64.0,"{""rolling_error_500"": 0.054, ""cumulative_error"": 0.4939}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 117440, ""n_drifts"": 114, ""window_size"": 64.0, ""estimation"": 0.40625}"
115,drift,ADWIN,117951,2026-09-08T09:16:13,baseline_v1,128.0,"{""rolling_error_500"": 0.972, ""cumulative_error"": 0.4959}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 117952, ""n_drifts"": 115, ""window_size"": 128.0, ""estimation"": 0.890625}"
116,drift,ADWIN,118239,2026-09-08T09:16:13,baseline_v1,64.0,"{""rolling_error_500"": 0.46, ""cumulative_error"": 0.495}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 118240, ""n_drifts"": 116, ""window_size"": 64.0, ""estimation"": 0.5}"
117,drift,ADWIN,118367,2026-09-08T09:16:13,baseline_v1,56.0,"{""rolling_error_500"": 0.346, ""cumulative_error"": 0.4951}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 118368, ""n_drifts"": 117, ""window_size"": 56.0, ""estimation"": 0.2857142857142857}"
118,drift,ADWIN,118495,2026-09-08T09:16:13,baseline_v1,64.0,"{""rolling_error_500"": 0.28, ""cumulative_error"": 0.4948}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 118496, ""n_drifts"": 118, ""window_size"": 64.0, ""estimation"": 0.578125}"
119,drift,ADWIN,119871,2026-09-08T09:16:13,baseline_v1,96.0,"{""rolling_error_500"": 0.958, ""cumulative_error"": 0.5005}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 119872, ""n_drifts"": 119, ""window_size"": 96.0, ""estimation"": 0.78125}"
120,drift,ADWIN,124863,2026-09-08T09:16:15,baseline_v1,80.0,"{""rolling_error_500"": 0.96, ""cumulative_error"": 0.5203}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 124864, ""n_drifts"": 120, ""window_size"": 80.0, ""estimation"": 0.75}"
121,drift,ADWIN,126239,2026-09-08T09:16:15,baseline_v1,64.0,"{""rolling_error_500"": 0.046, ""cumulative_error"": 0.5148}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 126240, ""n_drifts"": 121, ""window_size"": 64.0, ""estimation"": 0.359375}"
122,drift,ADWIN,126399,2026-09-08T09:16:15,baseline_v1,64.0,"{""rolling_error_500"": 0.274, ""cumulative_error"": 0.515}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 126400, ""n_drifts"": 122, ""window_size"": 64.0, ""estimation"": 0.28125}"
123,drift,ADWIN,126559,2026-09-08T09:16:15,baseline_v1,96.0,"{""rolling_error_500"": 0.382, ""cumulative_error"": 0.5148}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 126560, ""n_drifts"": 123, ""window_size"": 96.0, ""estimation"": 0.20833333333333334}"
124,drift,ADWIN,127071,2026-09-08T09:16:15,baseline_v1,56.0,"{""rolling_error_500"": 0.068, ""cumulative_error"": 0.513}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 127072, ""n_drifts"": 124, ""window_size"": 56.0, ""estimation"": 0.5892857142857143}"
125,drift,ADWIN,133471,2026-09-08T09:16:17,baseline_v1,112.0,"{""rolling_error_500"": 0.968, ""cumulative_error"": 0.5362}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 133472, ""n_drifts"": 125, ""window_size"": 112.0, ""estimation"": 0.8571428571428571}"
126,drift,ADWIN,134559,2026-09-08T09:16:17,baseline_v1,56.0,"{""rolling_error_500"": 0.056, ""cumulative_error"": 0.5321}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 134560, ""n_drifts"": 126, ""window_size"": 56.0, ""estimation"": 0.5}"
127,drift,ADWIN,134687,2026-09-08T09:16:17,baseline_v1,112.0,"{""rolling_error_500"": 0.098, ""cumulative_error"": 0.5317}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 134688, ""n_drifts"": 127, ""window_size"": 112.0, ""estimation"": 0.14285714285714285}"
128,drift,ADWIN,134751,2026-09-08T09:16:17,baseline_v1,56.0,"{""rolling_error_500"": 0.162, ""cumulative_error"": 0.5317}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 134752, ""n_drifts"": 128, ""window_size"": 56.0, ""estimation"": 0.5714285714285714}"
129,drift,ADWIN,135007,2026-09-08T09:16:18,baseline_v1,64.0,"{""rolling_error_500"": 0.602, ""cumulative_error"": 0.5323}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 135008, ""n_drifts"": 129, ""window_size"": 64.0, ""estimation"": 0.4375}"
130,drift,ADWIN,135519,2026-09-08T09:16:18,baseline_v1,64.0,"{""rolling_error_500"": 0.084, ""cumulative_error"": 0.5306}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 135520, ""n_drifts"": 130, ""window_size"": 64.0, ""estimation"": 0.640625}"
131,drift,ADWIN,136863,2026-09-08T09:16:18,baseline_v1,704.0,"{""rolling_error_500"": 0.98, ""cumulative_error"": 0.5352}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 136864, ""n_drifts"": 131, ""window_size"": 704.0, ""estimation"": 0.9857954545454546}"
132,drift,ADWIN,142815,2026-09-08T09:16:20,baseline_v1,384.0,"{""rolling_error_500"": 0.978, ""cumulative_error"": 0.5545}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 142816, ""n_drifts"": 132, ""window_size"": 384.0, ""estimation"": 0.9713541666666666}"
133,drift,ADWIN,144479,2026-09-08T09:16:20,baseline_v1,64.0,"{""rolling_error_500"": 0.924, ""cumulative_error"": 0.5593}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 144480, ""n_drifts"": 133, ""window_size"": 64.0, ""estimation"": 0.40625}"
134,drift,ADWIN,146303,2026-09-08T09:16:21,baseline_v1,64.0,"{""rolling_error_500"": 0.08, ""cumulative_error"": 0.5527}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 146304, ""n_drifts"": 134, ""window_size"": 64.0, ""estimation"": 0.625}"
135,drift,ADWIN,147199,2026-09-08T09:16:21,baseline_v1,56.0,"{""rolling_error_500"": 0.95, ""cumulative_error"": 0.5552}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 147200, ""n_drifts"": 135, ""window_size"": 56.0, ""estimation"": 0.5714285714285714}"
136,drift,ADWIN,147647,2026-09-08T09:16:21,baseline_v1,80.0,"{""rolling_error_500"": 0.1, ""cumulative_error"": 0.5537}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 147648, ""n_drifts"": 136, ""window_size"": 80.0, ""estimation"": 0.225}"
137,drift,ADWIN,148607,2026-09-08T09:16:21,baseline_v1,384.0,"{""rolling_error_500"": 0.978, ""cumulative_error"": 0.5565}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 148608, ""n_drifts"": 137, ""window_size"": 384.0, ""estimation"": 0.9713541666666666}"
138,drift,ADWIN,148703,2026-09-08T09:16:21,baseline_v1,80.0,"{""rolling_error_500"": 0.848, ""cumulative_error"": 0.5563}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 148704, ""n_drifts"": 138, ""window_size"": 80.0, ""estimation"": 0.3875}"
139,drift,ADWIN,148895,2026-09-08T09:16:22,baseline_v1,64.0,"{""rolling_error_500"": 0.594, ""cumulative_error"": 0.5561}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 148896, ""n_drifts"": 139, ""window_size"": 64.0, ""estimation"": 0.703125}"
140,drift,ADWIN,150143,2026-09-08T09:16:22,baseline_v1,736.0,"{""rolling_error_500"": 0.98, ""cumulative_error"": 0.5597}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 150144, ""n_drifts"": 140, ""window_size"": 736.0, ""estimation"": 0.9850543478260869}"
141,drift,ADWIN,152223,2026-09-08T09:16:22,baseline_v1,64.0,"{""rolling_error_500"": 0.076, ""cumulative_error"": 0.5523}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 152224, ""n_drifts"": 141, ""window_size"": 64.0, ""estimation"": 0.578125}"
142,drift,ADWIN,156863,2026-09-08T09:16:24,baseline_v1,80.0,"{""rolling_error_500"": 0.96, ""cumulative_error"": 0.5654}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 156864, ""n_drifts"": 142, ""window_size"": 80.0, ""estimation"": 0.75}"
143,drift,ADWIN,157215,2026-09-08T09:16:24,baseline_v1,288.0,"{""rolling_error_500"": 0.284, ""cumulative_error"": 0.5642}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 157216, ""n_drifts"": 143, ""window_size"": 288.0, ""estimation"": 0.04861111111111111}"
144,drift,ADWIN,157407,2026-09-08T09:16:24,baseline_v1,96.0,"{""rolling_error_500"": 0.064, ""cumulative_error"": 0.5637}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 157408, ""n_drifts"": 144, ""window_size"": 96.0, ""estimation"": 0.16666666666666666}"
145,drift,ADWIN,158527,2026-09-08T09:16:24,baseline_v1,64.0,"{""rolling_error_500"": 0.928, ""cumulative_error"": 0.5665}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 158528, ""n_drifts"": 145, ""window_size"": 64.0, ""estimation"": 0.4375}"
146,drift,ADWIN,160703,2026-09-08T09:16:25,baseline_v1,256.0,"{""rolling_error_500"": 0.024, ""cumulative_error"": 0.5589}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 160704, ""n_drifts"": 146, ""window_size"": 256.0, ""estimation"": 0.046875}"
147,drift,ADWIN,162175,2026-09-08T09:16:25,baseline_v1,160.0,"{""rolling_error_500"": 0.972, ""cumulative_error"": 0.5628}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 162176, ""n_drifts"": 147, ""window_size"": 160.0, ""estimation"": 0.9125}"
148,drift,ADWIN,165663,2026-09-08T09:16:26,baseline_v1,112.0,"{""rolling_error_500"": 0.966, ""cumulative_error"": 0.5719}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 165664, ""n_drifts"": 148, ""window_size"": 112.0, ""estimation"": 0.8660714285714286}"
149,drift,ADWIN,165951,2026-09-08T09:16:26,baseline_v1,64.0,"{""rolling_error_500"": 0.45, ""cumulative_error"": 0.5711}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 165952, ""n_drifts"": 149, ""window_size"": 64.0, ""estimation"": 0.359375}"
150,drift,ADWIN,166111,2026-09-08T09:16:26,baseline_v1,64.0,"{""rolling_error_500"": 0.364, ""cumulative_error"": 0.5713}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 166112, ""n_drifts"": 150, ""window_size"": 64.0, ""estimation"": 0.328125}"
151,drift,ADWIN,166271,2026-09-08T09:16:27,baseline_v1,128.0,"{""rolling_error_500"": 0.53, ""cumulative_error"": 0.5714}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 166272, ""n_drifts"": 151, ""window_size"": 128.0, ""estimation"": 0.890625}"
152,drift,ADWIN,167359,2026-09-08T09:16:27,baseline_v1,64.0,"{""rolling_error_500"": 0.922, ""cumulative_error"": 0.574}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 167360, ""n_drifts"": 152, ""window_size"": 64.0, ""estimation"": 0.421875}"
153,drift,ADWIN,169567,2026-09-08T09:16:27,baseline_v1,256.0,"{""rolling_error_500"": 0.026, ""cumulative_error"": 0.5666}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 169568, ""n_drifts"": 153, ""window_size"": 256.0, ""estimation"": 0.046875}"
154,drift,ADWIN,171039,2026-09-08T09:16:28,baseline_v1,112.0,"{""rolling_error_500"": 0.97, ""cumulative_error"": 0.5703}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 171040, ""n_drifts"": 154, ""window_size"": 112.0, ""estimation"": 0.8660714285714286}"
155,drift,ADWIN,171327,2026-09-08T09:16:28,baseline_v1,256.0,"{""rolling_error_500"": 0.944, ""cumulative_error"": 0.5709}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 171328, ""n_drifts"": 155, ""window_size"": 256.0, ""estimation"": 1.0}"
156,drift,ADWIN,174623,2026-09-08T09:16:29,baseline_v1,64.0,"{""rolling_error_500"": 0.94, ""cumulative_error"": 0.5788}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 174624, ""n_drifts"": 156, ""window_size"": 64.0, ""estimation"": 0.53125}"
157,drift,ADWIN,174911,2026-09-08T09:16:29,baseline_v1,56.0,"{""rolling_error_500"": 0.428, ""cumulative_error"": 0.5781}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 174912, ""n_drifts"": 157, ""window_size"": 56.0, ""estimation"": 0.5535714285714286}"
158,drift,ADWIN,175039,2026-09-08T09:16:29,baseline_v1,96.0,"{""rolling_error_500"": 0.396, ""cumulative_error"": 0.5783}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 175040, ""n_drifts"": 158, ""window_size"": 96.0, ""estimation"": 0.8333333333333334}"
159,drift,ADWIN,175135,2026-09-08T09:16:29,baseline_v1,80.0,"{""rolling_error_500"": 0.352, ""cumulative_error"": 0.5781}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 175136, ""n_drifts"": 159, ""window_size"": 80.0, ""estimation"": 0.4}"
160,drift,ADWIN,175231,2026-09-08T09:16:29,baseline_v1,80.0,"{""rolling_error_500"": 0.486, ""cumulative_error"": 0.5782}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 175232, ""n_drifts"": 160, ""window_size"": 80.0, ""estimation"": 0.8375}"
161,drift,ADWIN,176351,2026-09-08T09:16:29,baseline_v1,56.0,"{""rolling_error_500"": 0.92, ""cumulative_error"": 0.5806}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 176352, ""n_drifts"": 161, ""window_size"": 56.0, ""estimation"": 0.2857142857142857}"
162,drift,ADWIN,178623,2026-09-08T09:16:30,baseline_v1,96.0,"{""rolling_error_500"": 0.036, ""cumulative_error"": 0.5734}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 178624, ""n_drifts"": 162, ""window_size"": 96.0, ""estimation"": 0.17708333333333334}"
163,drift,ADWIN,180159,2026-09-08T09:16:31,baseline_v1,160.0,"{""rolling_error_500"": 0.968, ""cumulative_error"": 0.5769}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 180160, ""n_drifts"": 163, ""window_size"": 160.0, ""estimation"": 0.9}"
164,drift,ADWIN,183231,2026-09-08T09:16:31,baseline_v1,64.0,"{""rolling_error_500"": 0.928, ""cumulative_error"": 0.5838}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 183232, ""n_drifts"": 164, ""window_size"": 64.0, ""estimation"": 0.4375}"
165,drift,ADWIN,183743,2026-09-08T09:16:32,baseline_v1,96.0,"{""rolling_error_500"": 0.038, ""cumulative_error"": 0.5823}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 183744, ""n_drifts"": 165, ""window_size"": 96.0, ""estimation"": 0.17708333333333334}"
166,drift,ADWIN,184031,2026-09-08T09:16:32,baseline_v1,64.0,"{""rolling_error_500"": 0.536, ""cumulative_error"": 0.5827}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 184032, ""n_drifts"": 166, ""window_size"": 64.0, ""estimation"": 0.40625}"
167,drift,ADWIN,185343,2026-09-08T09:16:32,baseline_v1,96.0,"{""rolling_error_500"": 0.044, ""cumulative_error"": 0.5787}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 185344, ""n_drifts"": 167, ""window_size"": 96.0, ""estimation"": 0.17708333333333334}"
168,drift,ADWIN,190143,2026-09-08T09:16:33,baseline_v1,256.0,"{""rolling_error_500"": 0.976, ""cumulative_error"": 0.5893}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 190144, ""n_drifts"": 168, ""window_size"": 256.0, ""estimation"": 0.953125}"
169,drift,ADWIN,190431,2026-09-08T09:16:33,baseline_v1,64.0,"{""rolling_error_500"": 0.468, ""cumulative_error"": 0.5886}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 190432, ""n_drifts"": 169, ""window_size"": 64.0, ""estimation"": 0.53125}"
170,drift,ADWIN,190559,2026-09-08T09:16:34,baseline_v1,64.0,"{""rolling_error_500"": 0.4, ""cumulative_error"": 0.5886}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 190560, ""n_drifts"": 170, ""window_size"": 64.0, ""estimation"": 0.5}"
171,drift,ADWIN,190687,2026-09-08T09:16:34,baseline_v1,64.0,"{""rolling_error_500"": 0.306, ""cumulative_error"": 0.5884}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 190688, ""n_drifts"": 171, ""window_size"": 64.0, ""estimation"": 0.390625}"
172,drift,ADWIN,191807,2026-09-08T09:16:34,baseline_v1,96.0,"{""rolling_error_500"": 0.948, ""cumulative_error"": 0.5906}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 191808, ""n_drifts"": 172, ""window_size"": 96.0, ""estimation"": 0.7291666666666666}"
173,drift,ADWIN,191903,2026-09-08T09:16:34,baseline_v1,64.0,"{""rolling_error_500"": 0.896, ""cumulative_error"": 0.5907}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 191904, ""n_drifts"": 173, ""window_size"": 64.0, ""estimation"": 0.59375}"
174,drift,ADWIN,192063,2026-09-08T09:16:34,baseline_v1,64.0,"{""rolling_error_500"": 0.652, ""cumulative_error"": 0.5904}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 192064, ""n_drifts"": 174, ""window_size"": 64.0, ""estimation"": 0.578125}"
175,drift,ADWIN,192351,2026-09-08T09:16:34,baseline_v1,56.0,"{""rolling_error_500"": 0.636, ""cumulative_error"": 0.5909}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 192352, ""n_drifts"": 175, ""window_size"": 56.0, ""estimation"": 0.44642857142857145}"
176,drift,ADWIN,192927,2026-09-08T09:16:34,baseline_v1,96.0,"{""rolling_error_500"": 0.034, ""cumulative_error"": 0.5892}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 192928, ""n_drifts"": 176, ""window_size"": 96.0, ""estimation"": 0.16666666666666666}"
177,drift,ADWIN,194111,2026-09-08T09:16:35,baseline_v1,64.0,"{""rolling_error_500"": 0.96, ""cumulative_error"": 0.5916}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 194112, ""n_drifts"": 177, ""window_size"": 64.0, ""estimation"": 0.6875}"
178,drift,ADWIN,196479,2026-09-08T09:16:35,baseline_v1,56.0,"{""rolling_error_500"": 0.058, ""cumulative_error"": 0.5847}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 196480, ""n_drifts"": 178, ""window_size"": 56.0, ""estimation"": 0.5}"
179,drift,ADWIN,198047,2026-09-08T09:16:36,baseline_v1,192.0,"{""rolling_error_500"": 0.972, ""cumulative_error"": 0.5879}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 198048, ""n_drifts"": 179, ""window_size"": 192.0, ""estimation"": 0.9270833333333334}"
180,drift,ADWIN,201887,2026-09-08T09:16:37,baseline_v1,64.0,"{""rolling_error_500"": 0.942, ""cumulative_error"": 0.5956}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 201888, ""n_drifts"": 180, ""window_size"": 64.0, ""estimation"": 0.609375}"
181,drift,ADWIN,201983,2026-09-08T09:16:37,baseline_v1,80.0,"{""rolling_error_500"": 0.856, ""cumulative_error"": 0.5955}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 201984, ""n_drifts"": 181, ""window_size"": 80.0, ""estimation"": 0.6}"
182,drift,ADWIN,203391,2026-09-08T09:16:37,baseline_v1,896.0,"{""rolling_error_500"": 0.976, ""cumulative_error"": 0.5982}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 203392, ""n_drifts"": 182, ""window_size"": 896.0, ""estimation"": 0.9854910714285714}"
183,drift,ADWIN,205631,2026-09-08T09:16:38,baseline_v1,64.0,"{""rolling_error_500"": 0.09, ""cumulative_error"": 0.5921}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 205632, ""n_drifts"": 183, ""window_size"": 64.0, ""estimation"": 0.578125}"
184,drift,ADWIN,207103,2026-09-08T09:16:38,baseline_v1,1216.0,"{""rolling_error_500"": 0.982, ""cumulative_error"": 0.5949}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 207104, ""n_drifts"": 184, ""window_size"": 1216.0, ""estimation"": 0.9925986842105263}"
185,drift,ADWIN,210047,2026-09-08T09:16:39,baseline_v1,56.0,"{""rolling_error_500"": 0.942, ""cumulative_error"": 0.6005}","{""detector"": ""ADWIN"", ""delta"": 0.002, ""n_seen"": 210048, ""n_drifts"": 185, ""window_size"": 56.0, ""estimation"": 0.48214285714285715}"
